% LIQUIDITY FACTOR OF PASTOR AND STAMBAUGH (JPE 2003) UPDATED THROUGH DEC 2013			
% 			
% Column 1: Month 			
% Column 2: Levels of aggregate liquidity (Figure 1; equation (5))			
% Column 3: Innovations in aggregate liquidity (non-traded liquidity factor; equation (8); the main series)			
% Column 4: Traded liquidity factor (LIQ_V, 10-1 portfolio return)			
%			
% Note: The traded factor is the value-weighted return on the 10-1 portfolio from a sort on historical 			
% liquidity betas. This procedure is simpler than sorting on predicted betas (as in the original study),			
% and through 2013 it is similarly successful at creating a spread in post-ranking betas. The traded			
% factor has a positive and significant alpha through 2013, consistent with liquidity risk being priced.			
%			
% Month	Agg Liq. (eq5)	Innov Liq (eq8)	Traded Liq (LIQ_V)

198511	-0.002016276	0.027579112	0.004979427
198512	-0.011356579	0.029481786	-0.020272355
198601	-0.065521789	-0.031453528	0.020310596
198602	-0.009211296	0.021990149	0.000746023
198603	0.007951281	0.045464234	0.036785814
198604	0.02938251	0.02563767	-0.002574359
198605	0.004684973	0.021890276	0.022069214
198606	-0.069847688	-0.062228739	0.049948474
198607	-0.004261169	0.021554735	-0.012519464
198608	-0.026201335	0.013623837	-0.021968976
198609	-0.005347399	-0.023771383	0.045120117
198610	0.040146295	0.065702603	0.018103755
198611	0.016574595	0.023468427	-0.029526194
198612	0.01129851	0.035060125	-0.007154495
198701	-0.02906233	-0.007357871	-0.071797072
198702	0.005439631	0.027559163	-0.039791198
198703	-0.023641863	0.018401441	-0.017137196
198704	-0.126322684	-0.107446015	-0.040554407
198705	0.005895904	0.033152905	0.009954667
198706	0.008100339	0.057942326	0.026701148
198707	0.016391733	-0.028166787	0.004478087
198708	-0.002212639	0.015711316	-0.056095233
198709	-0.03012279	-0.038600252	0.002251011
198710	-0.461006635	-0.383662932	0.055070917
198711	-0.024268475	-0.068996749	-0.017544224
198712	-0.102085889	-0.025479052	0.001863272
198801	-0.11093769	-0.072309596	0.039317918
198802	-0.033424961	0.063458975	0.002018731
198803	-0.030570298	0.026668561	-0.021569006
198804	0.008880095	0.030690026	-0.023085767
198805	-0.06853687	0.000254019	-0.003307423
198806	0.007002899	0.020837496	-0.012415975
198807	0.016833663	0.033711459	-0.011189013
198808	-0.025814135	0.027822699	0.034155783
198809	-0.022907456	0.003661762	0.014297748
198810	-0.043188866	0.004898392	0.026170001
198811	-0.065589906	-0.00606816	-0.001175243
198812	-0.024276894	0.003143747	-0.043138658
198901	0.018213379	0.075675756	-0.008319581
198902	-0.002578876	0.013998616	-0.001678006
198903	0.000236276	0.009083135	-0.0143366
198904	-0.021552196	-0.001303011	-0.018021858
198905	0.04316472	0.050084835	-0.035934379
198906	-0.003383504	0.0026972	0.068106821
198907	0.017373333	0.026174603	0.025053568
198908	-0.084886662	-0.051642788	0.008166585
198909	0.027785413	0.018067142	-0.050696227
198910	-0.157862003	-0.111877975	0.024637567
198911	-0.009830392	0.018732196	-0.019318743
198912	-0.021630182	0.008953594	0.022149687
199001	-0.023188345	-0.00317674	-0.036649133
199002	-0.004558274	0.0276916	-0.031401087
199003	-0.022161198	0.036681809	-0.025729537
199004	0.010490197	0.01121594	0.060966021
199005	0.01134741	0.011929981	-0.010024433
199006	0.002401438	-0.000700673	0.025880858
199007	-0.031723661	-0.012894552	0.052746136
199008	0.029455321	0.01373066	0.044896617
199009	-0.015681689	0.063635125	0.023601792
199010	0.053710324	0.050336888	-0.016002993
199011	0.030115084	0.017113654	-0.014972433
199012	-0.055580246	-0.031063869	-0.036438611
199101	0.038957556	0.02316779	-0.092496842
199102	-0.021173361	-0.036094046	-0.019065636
199103	-0.026115824	-0.022396921	-0.00565914
199104	0.006464405	0.045866301	0.021332493
199105	-0.005935594	0.001650271	-0.007937645
199106	0.041703164	0.051737254	0.028188804
199107	-0.001286557	0.005157236	0.016337539
199108	-0.016937894	-0.018415096	-0.016850326
199109	-0.014476074	0.018481751	0.008629862
199110	-0.019230826	0.021995931	0.019709287
199111	0.027519208	-0.001093914	0.043711976
199112	-0.053449023	-0.072279376	-0.047669812
199201	-0.061425156	-0.035475474	-0.075784777
199202	-0.039232388	0.011515941	-0.045745348
199203	-0.038446768	0.018410595	-0.001307503
199204	0.034613378	0.047972056	-0.004842522
199205	0.001332154	0.052961839	-0.002338965
199206	0.06708421	0.010060596	0.018128151
199207	-0.037047206	-0.048685973	0.024990333
199208	-0.004850838	0.007075158	0.049691933
199209	0.012378035	0.033674338	-0.021590501
199210	-0.059856137	-0.053490898	-0.018761888
199211	0.001799606	0.035724457	-0.053319412
199212	0.008335823	0.023044173	-0.027755889
199301	0.004793756	0.035990455	0.002231555
199302	-0.025149349	-0.000390723	0.071160785
199303	-0.037351563	-0.007987274	-0.024666759
199304	0.003013333	0.033204979	-0.01648798
199305	-0.014525489	0.015438707	0.042099986
199306	-0.018419991	0.012043315	-0.023109952
199307	-0.018657929	0.007682867	-0.010058215
199308	0.040883184	0.024822042	0.023149207
199309	0.025076743	0.033712464	-0.074210062
199310	0.004300488	0.013994992	0.040338968
199311	0.015118459	0.02899932	0.045241648
199312	0.049952542	0.031533691	0.007926338
199401	0.038801443	0.070712339	0.000796625
199402	-0.0510396	-0.037355624	0.013685742
199403	-0.01537955	-0.007528483	0.029861778
199404	-0.074834533	-0.050434458	0.005672995
199405	-0.039017867	0.000521591	0.037436468
199406	-0.078480108	-0.033569676	0.000646169
199407	0.01187593	0.063894302	-0.010430232
199408	-0.017373587	0.036107482	0.004915969
199409	0.02063491	0.017130663	0.032971687
199410	0.030068673	0.034664929	0.009489096
199411	-0.014579924	-0.043555208	-0.02054014
199412	-0.029581709	-0.006693127	0.014423444
199501	0.022103692	0.065457467	-0.03312464
199502	0.023434808	0.025451307	-0.00654361
199503	0.009981359	-0.010425748	0.015677025
199504	0.031559674	0.052883629	0.012861652
199505	-0.002283063	0.005258192	-0.005838499
199506	-0.026107394	-0.030988266	0.007562332
199507	-0.00698546	0.014177627	0.051136669
199508	-0.003340614	0.020318646	-0.009205476
199509	-0.027817991	-0.022140838	-0.076328647
199510	-0.004928347	0.010898302	0.029354743
199511	0.031899101	0.062495922	-0.021928347
199512	-0.063118465	-0.026417014	-0.035217317
199601	-0.015917585	-0.005147562	0.068303622
199602	0.024217896	0.076090646	0.040827681
199603	-0.052205155	-0.044127806	-0.041256056
199604	-0.024346542	0.019907458	-0.048539572
199605	0.008760001	0.019623546	-0.021148993
199606	-0.013614175	-0.009048063	-0.053235092
199607	-0.024604644	0.00307598	0.004242469
199608	0.080346298	0.103300487	0.006779258
199609	0.000394284	-0.022146413	-0.022468764
199610	-0.002517787	-0.025784944	-0.008711644
199611	-0.008325612	-0.018469127	0.071618681
199612	0.024150984	0.037178287	-0.041673242
199701	-0.016954861	0.059934439	-0.037304644
199702	0.002704978	-0.013798203	-0.035047168
199703	-0.007689106	0.018269179	0.016797571
199704	0.01668	0.019633819	0.062034333
199705	0.027222343	0.044621396	0.012049407
199706	-0.009755005	-0.00444217	0.008813396
199707	-0.007683293	0.003745745	0.02967413
199708	-0.056921287	-0.009104086	-0.011992877
199709	-0.027802411	0.035031639	-0.022254505
199710	-0.170918477	-0.109317713	-0.002537659
199711	0.023458419	0.07253779	0.050539097
199712	-0.023220232	0.028644454	0.01364372
199801	-0.043521787	-0.070469286	0.02036179
199802	-0.120430847	0.001336901	0.077154779
199803	-0.04784806	-0.007611912	-0.019057027
199804	0.040129756	0.100094128	0.010359594
199805	0.006825743	0.013695931	-0.002607431
199806	-0.055639416	-0.028767595	0.02812121
199807	-0.043700248	0.003048159	0.023304027
199808	-0.063688671	-0.004453825	-0.019523392
199809	-0.282237271	-0.27072028	0.047097161
199810	-0.044779889	0.063952554	0.00189106
199811	0.046680218	0.116763883	-0.0130966
199812	-0.153010845	-0.106059054	-0.002759102
199901	0.064080205	0.066701998	-0.002940713
199902	-0.086384224	-0.06245554	0.024047068
199903	-0.069214439	-0.00275951	-0.031435202
199904	0.201014879	0.287254783	0.103512548
199905	-0.134861572	-0.141142757	-0.006097639
199906	0.061001627	0.068818019	-0.003450915
199907	0.08139654	0.058059698	-0.009438872
199908	0.045374931	-0.017477267	-0.002948515
199909	-0.047583221	-0.068586515	-0.07373219
199910	0.102308002	0.092740747	0.107359057
199911	0.002565375	-0.036691859	-0.00871162
199912	-0.076955442	-0.084168277	-0.025026388
200001	-0.067931978	-0.04485703	0.015269988
200002	-0.037527186	-0.006958073	0.010715047
200003	-0.004191314	0.112304569	-0.000534409
200004	-0.224257305	-0.219185051	-0.042483813
200005	0.057881525	0.079455912	-0.031398799
200006	-0.180084977	-0.154892102	-0.032265618
200007	0.048942903	-0.060634885	0.109318836
200008	-0.071211337	0.005147132	-0.015477673
200009	-0.165517654	-0.126639078	-0.038164096
200010	-0.13128308	0.006356992	0.020574538
200011	-0.158426987	-0.136029526	-0.044313948
200012	0.094589604	0.060442668	0.00668651
200101	-0.121497554	-0.029100569	0.066018743
200102	-0.049624217	-0.064790668	0.04707572
200103	-0.055132384	0.026769729	0.073044584
200104	-0.071088403	0.096706104	0.002068003
200105	0.09925411	0.114937258	0.029494791
200106	0.018838223	0.089573006	-0.001710271
200107	-0.057640525	-0.009654186	0.03623633
200108	-0.059307558	0.055725447	0.047512327
200109	-0.037630875	-0.117466396	-0.101399965
200110	0.06931297	0.100755433	0.028653752
200111	0.02628871	-0.002899527	0.03566187
200112	0.011857823	0.056979901	0.070008176
200201	-0.066399823	-0.010170718	-0.011841107
200202	-0.01284942	-0.010279509	0.017706574
200203	0.062434571	0.029778605	0.087529161
200204	-0.107336654	-0.028517742	0.050817988
200205	-0.034168697	-0.043370811	0.050394959
200206	-0.11681619	-0.057420583	-0.01158374
200207	-0.049831681	0.003362173	-0.050440175
200208	-0.013360102	-0.000534059	0.003768687
200209	-0.170705069	-0.098490432	-0.008556524
200210	-0.333629091	-0.149481119	0.032631403
200211	-0.034881013	0.035928055	0.029838635
200212	-0.169124756	0.003522953	-0.011773698
200301	-0.084675115	-0.080426521	-0.02958649
200302	-0.039299441	-0.036035158	-0.004041847
200303	-0.107634796	-0.067072071	-0.002506616
200304	-0.048785918	-0.003539727	0.060056668
200305	0.0243809	0.019635448	0.014669537
200306	-0.018698792	0.000298266	-0.017400554
200307	-0.030032575	0.023700674	0.065307777
200308	0.014239756	0.027267585	0.014306659
200309	-0.106193949	-0.033990625	0.015790229
200310	-0.041137112	0.004873255	0.022865078
200311	-0.033497657	-0.005702733	-0.010819425
200312	-0.019514244	0.04474467	-0.004928653
200401	-0.108782883	-0.02136896	-0.047587744
200402	-0.036674018	-0.057250305	0.021852395
200403	0.020610232	0.070810051	0.018387516
200404	-0.04982395	0.014634511	9.83E-05
200405	0.002389608	-0.015858714	-0.001193774
200406	0.05725297	0.109735318	0.021264492
200407	-0.032610132	-0.001233416	0.065259098
200408	-0.002729541	0.033217282	0.060951974
200409	-0.042488394	-0.008770525	0.00226814
200410	0.023002051	0.02959354	-0.002103317
200411	-0.012465145	0.027717674	0.005054624
200412	-0.071758316	-0.031150904	-0.028038522
200501	-0.007269829	0.006791776	0.032767077
200502	-0.054691204	-0.002535481	0.044091417
200503	-0.019307245	0.003017592	0.001348217
200504	-0.127099614	-0.097115094	-0.049221959
200505	0.00535905	0.052101615	0.00409488
200506	0.00692278	0.084084793	0.049122167
200507	0.044920157	0.04372597	0.023835346
200508	-0.002211558	0.015914558	0.014052076
200509	-0.025552418	-0.018491211	0.022321308
200510	-0.062892028	-0.001876679	-0.03792053
200511	0.134073271	0.103926028	0.008729196
200512	-0.034083477	-0.07668953	-0.008507948
200601	-0.058987315	-0.051055821	0.052585977
200602	-0.057830758	-0.037205599	-0.01134938
200603	-0.008709666	0.035863466	0.002352572
200604	-0.065581594	0.020476481	0.003982331
200605	0.049111115	0.10067864	0.016798496
200606	-0.069104532	0.062884171	0.013641451
200607	0.034366228	0.00286406	0.038411902
200608	0.01089354	-0.043379332	-0.026419879
200609	-0.080612087	-0.045339328	0.007517736
200610	0.031744285	0.058987449	0.044257342
200611	-0.012974425	0.039332131	0.018347459
200612	0.026641222	0.02391602	-0.015139864
200701	0.042704924	0.015612421	0.015376235
200702	0.002368974	0.045691099	0.042297378
200703	-0.034428903	-0.023463846	0.015701403
200704	-0.010771593	0.009612918	0.005811386
200705	0.053820409	0.071574505	-0.018217697
200706	0.06769885	0.085620102	0.039795095
200707	-0.008159848	-0.024861826	0.002112508
200708	-0.151039652	-0.194371888	-0.011616469
200709	-0.050594633	-0.034889696	0.034954087
200710	-0.188882629	-0.043055477	0.017363851
200711	-0.155189401	-0.018156162	-0.00492851
200712	-0.025413119	0.028833215	0.013592084
200801	-0.16037892	-0.058891956	-0.030124161
200802	0.085976669	-0.008786793	-0.012187483
200803	-0.285249633	-0.15111374	0.0265656
200804	0.038078341	0.126195669	0.060669337
200805	-0.014598591	-0.016005045	0.046836683
200806	-0.111848927	-0.045543753	0.04509174
200807	-0.176798737	-0.065161266	-0.057641314
200808	-0.008383772	0.019174844	-0.006266196
200809	-0.077545955	-0.2218006	-0.044317655
200810	-0.238604531	-0.064582248	-0.099404023
200811	0.068121079	0.126422091	-0.039448832
200812	-0.303601536	-0.194392868	-0.003876525
200901	-0.075240173	-0.182675651	0.210072741
200902	-0.043236878	0.02468857	0.119711435
200903	-0.096445214	-0.029331108	-0.094378073
200904	-0.094681658	-0.040764995	-0.059392622
200905	-0.064766613	0.072208321	-0.015492929
200906	-0.040526684	0.017881864	-0.026897765
200907	0.078367287	0.040636497	0.010199579
200908	-0.02573635	-0.012054177	-0.086484927
200909	0.009865995	0.065444828	0.092889193
200910	-0.059164418	-0.0444638	0.057852225
200911	-0.03354707	-0.00443934	-0.004055897
200912	0.121220367	0.001484412	0.059339848
201001	0.060304102	0.111961839	-0.036675351
201002	0.017741358	0.036377596	0.007508379
201003	0.017587213	0.030069819	-0.065201322
201004	-0.046535967	-0.035176686	-0.007978192
201005	-0.075339906	-0.019165607	-0.011669639
201006	-0.060501484	0.007704458	0.016176701
201007	-0.008153647	0.00750604	0.044285423
201008	0.014978773	0.026620437	0.068833163
201009	-0.033602421	0.082418568	0.044047931
201010	-0.044943401	-0.052003539	0.051353698
201011	-0.011305292	0.006507633	0.025923646
201012	0.021312914	0.070412784	-0.019330793
201101	-0.006743961	0.00101555	0.002904069
201102	-0.011283194	0.006115159	0.011346816
201103	-0.031546939	-0.01268217	0.03206399
201104	0.013734044	0.024559533	-0.006472436
201105	0.018578082	0.022982525	-0.010938294
201106	-0.009129531	0.028004852	-0.001502524
201107	-0.022752383	0.00773938	0.019813641
201108	-0.058754623	-0.052825482	-0.042288497
201109	0.025495592	0.048615398	-0.075368937
201110	-0.045890671	0.020107629	0.078267712
201111	-0.094145647	-0.023966739	0.027003892
201112	0.008947916	0.051970612	-0.067774657
201201	0.019560934	0.052429547	-0.023426706
201202	0.031888505	0.010828742	0.019621765
201203	-0.018776984	-0.006336692	-0.073605333
